N,avg_persistence,avg_purity,num_plateaus,plateau1_mu,plateau2_mu,plateau3_mu,sector,shell_count
64,0.0,0.7543274201331871,12,2.030041417565988,2.2163900240845433,2.41293846667017,u,8
64,0.0,,6,0.942405250626925,2.814980173797135,3.00956119120466,d,1
64,0.0,,3,0.8527362318824622,0.9555914915602562,4.513547993322294,l,1
64,0.0,,15,2.028869415965824,2.2166788669514723,2.4113258086656666,nu,1
