m1,m2,m3,sector
41.01310211884614,44.77791911357218,48.74880427744714,u
19.039494685601646,56.8712876158431,60.802424718894045,d
17.227903754086164,19.305897450236298,91.1876,l
40.98942406927776,44.78375463096368,48.716223608476966,nu
