N,avg_persistence,avg_purity,num_plateaus,plateau1_mu,plateau2_mu,plateau3_mu,sector,shell_count
64,0.0,,17,0.8063083276506824,1.8445833929234932,2.022744953606141,u,10
64,0.0,,8,2.4043326320147567,2.6145765619193337,2.804901053534903,d,1
64,0.0,,4,0.801852902034514,0.9016728139414185,1.0112798904194948,l,1
64,0.0,,15,2.028870420975122,2.216679808118555,2.4113258563301887,nu,1
