m1,m2,m3,sector
72.70521440704205,166.326982464545,182.39189711855428,u
216.7998438337011,235.7576413378262,252.91929339484932,d
72.30346651037578,81.30427655835,91.1876,l
182.94423349303113,199.87909735547424,217.43042627445482,nu
