m1,m2,m3,sector
14.927468551974028,34.20690530320155,37.20971861373655,u
17.162264485168727,75.5605856847801,77.81947338797625,d
14.084822089192173,91.1876,10.37142037243536,l
37.33503247150484,40.79106716162362,44.37292775506412,nu
